Post ID,Subject,Details,Created At,Edition,Platform,Question Tags,State,Reply,Replied At
1789602,Education credits when small income untaxable & child is dependent,"Disabled single mom. Get SSA SSI &amp; child support. All untaxable.17 yr old dep, taking college courses for 2yrs for BSN degree. Had part time job helped pay 4 enough classes to qualify. Got 1098-T &amp; stumped. College said we qualify for education credits, how? Shes not required to file but needs $500 paid in. How do i get credit on return with no taxable income? Only dep has earned income. We also paid her last tuition on, Dec 21, last day allowed. They cashed January 2, 2013. Made1098-T $1500 short, with incorrect amount billed, no payment amount. If i get it corrected how do we file?",3/17/13 3:09,,,"1098-t, child support, credits",archived,"I just ran this through TT as the daughter making $4500 in taxable income in 2012. No go. Daughter gets nothing - not even a deduction for the tuition credit. This is exactly in line with what IRS Publication 970 says. I was hoping to find some type of exception for when the parent (if unmarried/divorced) or parents, are disabled. I find notiing. No exceptions. Are their &quot;any&quot; schollarhips reported in box 5 of the 1098-T, or other schollarhips not in box 5, for which you or your daughter have another document reporting that schollarship? If so, does the total of all schollarships equal or exceed the amount in box 1 or box 2 of the 1098-T? If it doesnt exceed, then what is the difference between &quot;total&quot; tuition paid, and schollarships received? (This will tell me out of pocket expenses, so I can see the percentage of tuition paid out of pocket)",3/17/13 4:21
1789602,Education credits when small income untaxable & child is dependent,"Disabled single mom. Get SSA SSI &amp; child support. All untaxable.17 yr old dep, taking college courses for 2yrs for BSN degree. Had part time job helped pay 4 enough classes to qualify. Got 1098-T &amp; stumped. College said we qualify for education credits, how? Shes not required to file but needs $500 paid in. How do i get credit on return with no taxable income? Only dep has earned income. We also paid her last tuition on, Dec 21, last day allowed. They cashed January 2, 2013. Made1098-T $1500 short, with incorrect amount billed, no payment amount. If i get it corrected how do we file?",3/17/13 3:09,,,"1098-t, child support, credits",archived,the 1098 is way off. Last yr the school scholarshiped her $100 a semester. This school yr i havent made it up there but once &amp; the counselor needs to retire. I didnt realize til it came she didnt get the district to help us at all this yr. Are there college counselors somewhere? 1 that might give unbiased straight advice for her future?,3/17/13 4:45
1789602,Education credits when small income untaxable & child is dependent,"Disabled single mom. Get SSA SSI &amp; child support. All untaxable.17 yr old dep, taking college courses for 2yrs for BSN degree. Had part time job helped pay 4 enough classes to qualify. Got 1098-T &amp; stumped. College said we qualify for education credits, how? Shes not required to file but needs $500 paid in. How do i get credit on return with no taxable income? Only dep has earned income. We also paid her last tuition on, Dec 21, last day allowed. They cashed January 2, 2013. Made1098-T $1500 short, with incorrect amount billed, no payment amount. If i get it corrected how do we file?",3/17/13 3:09,,,"1098-t, child support, credits",archived,"nothing in box 1 &amp; weve paid almost $3000 in tuition this year, just sys they billed me $574???",3/17/13 4:47
1789602,Education credits when small income untaxable & child is dependent,"Disabled single mom. Get SSA SSI &amp; child support. All untaxable.17 yr old dep, taking college courses for 2yrs for BSN degree. Had part time job helped pay 4 enough classes to qualify. Got 1098-T &amp; stumped. College said we qualify for education credits, how? Shes not required to file but needs $500 paid in. How do i get credit on return with no taxable income? Only dep has earned income. We also paid her last tuition on, Dec 21, last day allowed. They cashed January 2, 2013. Made1098-T $1500 short, with incorrect amount billed, no payment amount. If i get it corrected how do we file?",3/17/13 3:09,,,"1098-t, child support, credits",archived,"What follows is a repeat, with additional information at the end. <br/>Since you have no taxable income, the tuition deduction doesnt help you. Also, since shes not a high school grad, you nor her can get any of the three education credits. Since shes claimed as a dependent on your return (and has to be for the child support) she cant claim the tuition credit either. Bummer. Its just all out-of-pocket and doesnt help your daughter on her taxes. <br/>My suggestion would be to claim nothing this year. Dont even report education expenses at all. Since a college student or the person claiming them can only get the education credits for a maximum of four years, and the amount of the credit is directly tied to the out-of-pocket qualified education expenses paid, youll probably be better off in the long run if you save that credit deduction for when she finishes HS and is truely a full time college student. <br/>Also, if she graduates in 2013 or 2014 it is &quot;extremely&quot; important that she file for her FAFSA&nbsp;&nbsp;(Financila Assistance/Financial Student Aid) prior to March 1st. In her/your situation, Ive no doubt youll qualify for TONS of tax free/tax exempt support. You and her will do that on-line at <a href=http://www.fafsa.ed.gov/ rel=nofollow target=_blank>http://www.fafsa.ed.gov/</a> The sooner you do this, the better. <br/>Also, google for &quot;schollarships&quot; as well as &quot;schollarships disabled&quot; and stuff. Finally, is there any connection to the military with your daughter? I ask, because Im a retired vet, and got a &quot;big&quot; help from different military aid societies with putting my two kids through college. Couldnt have done it otherwise, without taking out student loans. Happy to say Ive got one through college and &quot;almost&quot; the second one, without one penny of debt in the process. Though I am getting tired of eating rice and beans every night. :)<br/>&nbsp;I just, quite accidently, came across a website with all kinds of schollarships for Texas folks. Theyre organized by location, major, etnicity and religion. Worth checking out I think. Its at <a href=https://www.mycollegeoptions.org/TX/0/Texas/search-results-scholarship-search-by-location.aspx rel=nofollow target=_blank>https://www.mycollegeoptions.org/TX/0/Texas/search-results-scholarship-search-by-location.aspx</a>",3/17/13 4:57
1789602,Education credits when small income untaxable & child is dependent,"Disabled single mom. Get SSA SSI &amp; child support. All untaxable.17 yr old dep, taking college courses for 2yrs for BSN degree. Had part time job helped pay 4 enough classes to qualify. Got 1098-T &amp; stumped. College said we qualify for education credits, how? Shes not required to file but needs $500 paid in. How do i get credit on return with no taxable income? Only dep has earned income. We also paid her last tuition on, Dec 21, last day allowed. They cashed January 2, 2013. Made1098-T $1500 short, with incorrect amount billed, no payment amount. If i get it corrected how do we file?",3/17/13 3:09,,,"1098-t, child support, credits",archived,"Thank you very much for being kind enough to help Carl. Your kids must feel you hung the moon... I filed the fafsa 1st week of jan. Told them &quot;0&quot; income. She wants to be a trauma nurse &amp; i had no idea that some private universities dont fully disclose. She was accepted &amp; almost signed, then that free ride turned into about $80,000 in scholarship (1yr) but it has to be spread over 4 yrs so they trew in federal help &amp; that left her needing 2 student loans they offered about $10,000 &amp; said she would have to find someone to cosign $18,000 A YEAR personal loan. My biological father is retired airforce, was ethics director for Lockhead- Martin, but has another family. I dont want her in the service. Africa building orphanages will be far enough. As I said, the lady i let handle my disability said thered be tons of help. Still waitin....&nbsp;&nbsp;The disabled in this country are being put down these days. I can only imagine if i had fought for what we have now. Thanks for the advice &amp; thanks for fighting for my freedom.... I just get choked up &amp; the right words never come out. just checking... Next yr, which credit should she take if any?",3/17/13 5:21
1789602,Education credits when small income untaxable & child is dependent,"Disabled single mom. Get SSA SSI &amp; child support. All untaxable.17 yr old dep, taking college courses for 2yrs for BSN degree. Had part time job helped pay 4 enough classes to qualify. Got 1098-T &amp; stumped. College said we qualify for education credits, how? Shes not required to file but needs $500 paid in. How do i get credit on return with no taxable income? Only dep has earned income. We also paid her last tuition on, Dec 21, last day allowed. They cashed January 2, 2013. Made1098-T $1500 short, with incorrect amount billed, no payment amount. If i get it corrected how do we file?",3/17/13 3:09,,,"1098-t, child support, credits",archived,"You have to remember, the primary goal of a college or university is NOT to educate. it is a BUSINESS first and formost. The only objective is profit, and nothing else. No college recruiter is trying to &quot;help&quot; you. Hes trying to earn his paycheck. He doesnt care about your disability, so long as he gets paid and can feed his own family. The job of a college recruiter is to find students and provide a source of income for the college. The job of a &quot;college employed&quot; student or education counseler, is to &quot;keep&quot; students that provide a source of income, enrolled at &quot;that&quot; school. <br/>Bottom line is, youll probably get more sound assistance from a high school counselor, who has nothing to gain or lose if the student stays in school or drops out. Also, if she does&nbsp;&nbsp;intern work, she can get lots of knowlege from those she works with, so more sound educational decisions can be made based on a wider horizon of experiences and information.&nbsp;&nbsp;The one thing I like to stress though is &quot;NO STUDENT LOANS&quot;. Otherwise, you spend the first 20 plus years after graduation working to pay of loans that are NOT bankruptable. I myself am on a rice and beans diet for other year, until my son graduates. There was a year in there when my kids were in college at the same time. Daughter was in last year, son in his first year. That year, my rice and beans diet was rice only. But I made it by the skin of my teeth without any loans. BTW - if you have a 401(k), IRA or some other ritrement account, you CAN take money out of it for reasons of disability. If this helps, then talk to the administrator of&nbsp;&nbsp;your retirement account. While you may pay taxes on the withdrawal, if you can get it out on a &quot;code 3&quot; (disablity), you will not pay any penalties on it.",3/17/13 5:49
1789602,Education credits when small income untaxable & child is dependent,"Disabled single mom. Get SSA SSI &amp; child support. All untaxable.17 yr old dep, taking college courses for 2yrs for BSN degree. Had part time job helped pay 4 enough classes to qualify. Got 1098-T &amp; stumped. College said we qualify for education credits, how? Shes not required to file but needs $500 paid in. How do i get credit on return with no taxable income? Only dep has earned income. We also paid her last tuition on, Dec 21, last day allowed. They cashed January 2, 2013. Made1098-T $1500 short, with incorrect amount billed, no payment amount. If i get it corrected how do we file?",3/17/13 3:09,,,"1098-t, child support, credits",archived,"Carl, I sure hope you are around here soon. After reporting all untaxable income i could, including child support, as it gave me a bettter state &amp; local tax refund, &amp; my real estate &amp; medical deductions, I went online with her college &amp; got her correct 1098-t amounts, including as allowed, what was paid dec 21 for 2913 term. Now its asking me if i am claiming a NOL? Am I? Is that good or bad? What do i answer &amp; should i just got back &amp; forget the education credit as we discussed? BTW... I am 51 yrs old &amp; have no retirementto fall back on at all. All I have is a house in bad need of a roof &amp; the sweet mercy &lt;cough&gt; of our brilliant medical system shows toward younger ppl, becomingl suddenly disabled between jobs. Please help me get this finished as fafsa is telling me she is losing aid as we speak because i cant think as well as i used to. Thank you so much for your advice &amp; help, its been hard to find elsewhere",3/18/13 6:49
1789602,Education credits when small income untaxable & child is dependent,"Disabled single mom. Get SSA SSI &amp; child support. All untaxable.17 yr old dep, taking college courses for 2yrs for BSN degree. Had part time job helped pay 4 enough classes to qualify. Got 1098-T &amp; stumped. College said we qualify for education credits, how? Shes not required to file but needs $500 paid in. How do i get credit on return with no taxable income? Only dep has earned income. We also paid her last tuition on, Dec 21, last day allowed. They cashed January 2, 2013. Made1098-T $1500 short, with incorrect amount billed, no payment amount. If i get it corrected how do we file?",3/17/13 3:09,,,"1098-t, child support, credits",archived,Also thank you for the website link. Its one of the better 1s ive seen here in Texas. I will have to mail you a pot of beans &amp; rice WITH SAUSAGE!!!,3/18/13 6:55
1789602,Education credits when small income untaxable & child is dependent,"Disabled single mom. Get SSA SSI &amp; child support. All untaxable.17 yr old dep, taking college courses for 2yrs for BSN degree. Had part time job helped pay 4 enough classes to qualify. Got 1098-T &amp; stumped. College said we qualify for education credits, how? Shes not required to file but needs $500 paid in. How do i get credit on return with no taxable income? Only dep has earned income. We also paid her last tuition on, Dec 21, last day allowed. They cashed January 2, 2013. Made1098-T $1500 short, with incorrect amount billed, no payment amount. If i get it corrected how do we file?",3/17/13 3:09,,,"1098-t, child support, credits",archived,"Under Wages &amp; Income select the Explore On My Own option. What buttons have an amount above zero next to them?<br/>If any buttons have a negative amount, identify them also as having a negative amount.",3/18/13 6:57
1789602,Education credits when small income untaxable & child is dependent,"Disabled single mom. Get SSA SSI &amp; child support. All untaxable.17 yr old dep, taking college courses for 2yrs for BSN degree. Had part time job helped pay 4 enough classes to qualify. Got 1098-T &amp; stumped. College said we qualify for education credits, how? Shes not required to file but needs $500 paid in. How do i get credit on return with no taxable income? Only dep has earned income. We also paid her last tuition on, Dec 21, last day allowed. They cashed January 2, 2013. Made1098-T $1500 short, with incorrect amount billed, no payment amount. If i get it corrected how do we file?",3/17/13 3:09,,,"1098-t, child support, credits",archived,Wow... i must be tired. they r all 0s. so i should follow your advice &amp; forget the education credit this year? it asked &amp; i anwered... Im blonde? Thank you for your patience &amp; help. I guess from experience you know she isnt helping me much with any of this... Sorry,3/18/13 7:06
1789602,Education credits when small income untaxable & child is dependent,"Disabled single mom. Get SSA SSI &amp; child support. All untaxable.17 yr old dep, taking college courses for 2yrs for BSN degree. Had part time job helped pay 4 enough classes to qualify. Got 1098-T &amp; stumped. College said we qualify for education credits, how? Shes not required to file but needs $500 paid in. How do i get credit on return with no taxable income? Only dep has earned income. We also paid her last tuition on, Dec 21, last day allowed. They cashed January 2, 2013. Made1098-T $1500 short, with incorrect amount billed, no payment amount. If i get it corrected how do we file?",3/17/13 3:09,,,"1098-t, child support, credits",archived,"I checked, and you dont qualify for NOL carryovers. Looks like its best to just not claim the 1098-T for 2012. How far from Smithville, TX are you?",3/18/13 7:14
1789602,Education credits when small income untaxable & child is dependent,"Disabled single mom. Get SSA SSI &amp; child support. All untaxable.17 yr old dep, taking college courses for 2yrs for BSN degree. Had part time job helped pay 4 enough classes to qualify. Got 1098-T &amp; stumped. College said we qualify for education credits, how? Shes not required to file but needs $500 paid in. How do i get credit on return with no taxable income? Only dep has earned income. We also paid her last tuition on, Dec 21, last day allowed. They cashed January 2, 2013. Made1098-T $1500 short, with incorrect amount billed, no payment amount. If i get it corrected how do we file?",3/17/13 3:09,,,"1098-t, child support, credits",archived,I dont think ive ever heard of it? Im in the pineywoods of southeast texas. spent alot of years hauling pop-up camper with just myself &amp; 3 kids all over texas Is it big? I miss alot when i blink ... LOL I really cant thank you enough for your kindness. Im not sure what protocol is followed on here? Do you think the airforce would consider a scholarship without her serving? Hey Grandfather is retired from them but i cant reach him to help?,3/18/13 7:25
1789602,Education credits when small income untaxable & child is dependent,"Disabled single mom. Get SSA SSI &amp; child support. All untaxable.17 yr old dep, taking college courses for 2yrs for BSN degree. Had part time job helped pay 4 enough classes to qualify. Got 1098-T &amp; stumped. College said we qualify for education credits, how? Shes not required to file but needs $500 paid in. How do i get credit on return with no taxable income? Only dep has earned income. We also paid her last tuition on, Dec 21, last day allowed. They cashed January 2, 2013. Made1098-T $1500 short, with incorrect amount billed, no payment amount. If i get it corrected how do we file?",3/17/13 3:09,,,"1098-t, child support, credits",archived,"I already check the Air Force Aid Society web site, and since your daugher is not an ID card carrying military dependent, she doesnt qualify for anything. But what both my kids did, was go online searching for schollarships and spent a lot of time applying. I know for my son, hes applied for no less than 1000 scholarships in the last 4 years. Id say he gets one, for every hundred he applies for. That one might only be 50-100 dollars. But hey...its money he otherwise would not have gotten. Its work for him, but it adds up and overall makes a difference. The student just has to be willing to spend the time in front of the computer applying for all those schollarships and grants. If you apply, you might get it. If you dont apply, youre guaranteed not to get it.&nbsp;&nbsp;Heres where Smithville is - <a href=http://en.wikipedia.org/wiki/Smithville,_Texas rel=nofollow target=_blank>http://en.wikipedia.org/wiki/Smithville,_Texas</a> (the tiny red dot on the map of the right) and heres why I mentioned it - <a href=http://burchfieldknebel.ourwedding.com/ rel=nofollow target=_blank>http://burchfieldknebel.ourwedding.com/</a>",3/18/13 7:33
1789602,Education credits when small income untaxable & child is dependent,"Disabled single mom. Get SSA SSI &amp; child support. All untaxable.17 yr old dep, taking college courses for 2yrs for BSN degree. Had part time job helped pay 4 enough classes to qualify. Got 1098-T &amp; stumped. College said we qualify for education credits, how? Shes not required to file but needs $500 paid in. How do i get credit on return with no taxable income? Only dep has earned income. We also paid her last tuition on, Dec 21, last day allowed. They cashed January 2, 2013. Made1098-T $1500 short, with incorrect amount billed, no payment amount. If i get it corrected how do we file?",3/17/13 3:09,,,"1098-t, child support, credits",archived,OMG.... Because I only have 0s &lt;AFTER ALL THAT&gt; its not going to let me efile? It needs to get there yesterday... That is not right,3/18/13 7:34
1789602,Education credits when small income untaxable & child is dependent,"Disabled single mom. Get SSA SSI &amp; child support. All untaxable.17 yr old dep, taking college courses for 2yrs for BSN degree. Had part time job helped pay 4 enough classes to qualify. Got 1098-T &amp; stumped. College said we qualify for education credits, how? Shes not required to file but needs $500 paid in. How do i get credit on return with no taxable income? Only dep has earned income. We also paid her last tuition on, Dec 21, last day allowed. They cashed January 2, 2013. Made1098-T $1500 short, with incorrect amount billed, no payment amount. If i get it corrected how do we file?",3/17/13 3:09,,,"1098-t, child support, credits",archived,"Since you have no taxable income, you have nothing to report. So thats why you cant e-file. You dont need to since you have no taxes to pay, and no refund due.",3/18/13 7:36
1789602,Education credits when small income untaxable & child is dependent,"Disabled single mom. Get SSA SSI &amp; child support. All untaxable.17 yr old dep, taking college courses for 2yrs for BSN degree. Had part time job helped pay 4 enough classes to qualify. Got 1098-T &amp; stumped. College said we qualify for education credits, how? Shes not required to file but needs $500 paid in. How do i get credit on return with no taxable income? Only dep has earned income. We also paid her last tuition on, Dec 21, last day allowed. They cashed January 2, 2013. Made1098-T $1500 short, with incorrect amount billed, no payment amount. If i get it corrected how do we file?",3/17/13 3:09,,,"1098-t, child support, credits",archived,I give up. i only bought the software this yr so i could figure this out &amp; get it gone. I feel so stupid. Im sorry to have wasted your time,3/18/13 7:39
1789602,Education credits when small income untaxable & child is dependent,"Disabled single mom. Get SSA SSI &amp; child support. All untaxable.17 yr old dep, taking college courses for 2yrs for BSN degree. Had part time job helped pay 4 enough classes to qualify. Got 1098-T &amp; stumped. College said we qualify for education credits, how? Shes not required to file but needs $500 paid in. How do i get credit on return with no taxable income? Only dep has earned income. We also paid her last tuition on, Dec 21, last day allowed. They cashed January 2, 2013. Made1098-T $1500 short, with incorrect amount billed, no payment amount. If i get it corrected how do we file?",3/17/13 3:09,,,"1098-t, child support, credits",archived,Thats beautiful... you and your fiance make a lovely couple.,3/18/13 7:44
1789602,Education credits when small income untaxable & child is dependent,"Disabled single mom. Get SSA SSI &amp; child support. All untaxable.17 yr old dep, taking college courses for 2yrs for BSN degree. Had part time job helped pay 4 enough classes to qualify. Got 1098-T &amp; stumped. College said we qualify for education credits, how? Shes not required to file but needs $500 paid in. How do i get credit on return with no taxable income? Only dep has earned income. We also paid her last tuition on, Dec 21, last day allowed. They cashed January 2, 2013. Made1098-T $1500 short, with incorrect amount billed, no payment amount. If i get it corrected how do we file?",3/17/13 3:09,,,"1098-t, child support, credits",archived,"Thats not me. Its my daughter and her fiancee. Damn, I feel old. &lt;G&gt;",3/18/13 7:50
1789602,Education credits when small income untaxable & child is dependent,"Disabled single mom. Get SSA SSI &amp; child support. All untaxable.17 yr old dep, taking college courses for 2yrs for BSN degree. Had part time job helped pay 4 enough classes to qualify. Got 1098-T &amp; stumped. College said we qualify for education credits, how? Shes not required to file but needs $500 paid in. How do i get credit on return with no taxable income? Only dep has earned income. We also paid her last tuition on, Dec 21, last day allowed. They cashed January 2, 2013. Made1098-T $1500 short, with incorrect amount billed, no payment amount. If i get it corrected how do we file?",3/17/13 3:09,,,"1098-t, child support, credits",archived,Not near as old as i do right now. Im 51 with 2 grandkids &amp; 2 more when my son marries &amp; i cant even help my baby get to college,3/18/13 7:55
1789602,Education credits when small income untaxable & child is dependent,"Disabled single mom. Get SSA SSI &amp; child support. All untaxable.17 yr old dep, taking college courses for 2yrs for BSN degree. Had part time job helped pay 4 enough classes to qualify. Got 1098-T &amp; stumped. College said we qualify for education credits, how? Shes not required to file but needs $500 paid in. How do i get credit on return with no taxable income? Only dep has earned income. We also paid her last tuition on, Dec 21, last day allowed. They cashed January 2, 2013. Made1098-T $1500 short, with incorrect amount billed, no payment amount. If i get it corrected how do we file?",3/17/13 3:09,,,"1098-t, child support, credits",archived,what do i do? mail it &amp; fax a copy to the university? will that count?,3/18/13 7:56
